AdId,Subject,Address,District,Ward,PriceVND,PriceString,AreaM2,BedRooms,BathRooms,Floor,PropertyStatus,Type,LegalStatus,Interior,MainDirection,BalconyDirection,SellerType,PostDateText,ListTimeRaw,NgayDang,CrawlDate,Link
100460,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường Tân Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 1,1838243584,"1,84 tỷ",35.5,2,1,8,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Bắc,Cá nhân,,1710759600000,2024-03-18 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100460.htm
100461,Căn hộ 2PN tại Quận 7,"Đường mẫu, Phường 2, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 2,2229821694,"2,23 tỷ",46.8,2,2,32,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Nam,Nam,Cá nhân,,1710118800000,2024-03-11 01:00:00,2026-05-19 16:21:52,https://www.chotot.com/100461.htm
100462,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 1,3516194518,"3,52 tỷ",99.8,3,1,7,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Bắc,Đông Nam,Cá nhân,,1713686400000,2024-04-21 08:00:00,2026-05-19 16:21:52,https://www.chotot.com/100462.htm
100463,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường Thảo Điền, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Thảo Điền,4447651984,"4,45 tỷ",97.2,2,2,13,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Tây,Cá nhân,,1705647600000,2024-01-19 07:00:00,2026-05-19 16:21:52,https://www.chotot.com/100463.htm
100464,Căn hộ 3PN tại Quận Tân Bình,"Đường mẫu, Phường An Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường Tân Phú,4752072221,"4,75 tỷ",126.3,3,1,5,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Tây,Tây,Môi giới,,1709334000000,2024-03-01 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100464.htm
100465,Căn hộ 4PN tại TP. Thủ Đức,"Đường mẫu, Phường 5, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường 2,2128546847,"2,13 tỷ",49.3,4,1,23,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Đông Nam,Đông,Môi giới,,1707998400000,2024-02-15 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100465.htm
100466,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường 5, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Tân Phú,4081275808,"4,08 tỷ",83.2,2,2,15,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Đông Nam,Cá nhân,,1707015600000,2024-02-04 03:00:00,2026-05-19 16:21:52,https://www.chotot.com/100466.htm
100467,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường An Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 5,6038467484,"6,04 tỷ",125.5,2,3,31,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Tây,Tây,Môi giới,,1706014800000,2024-01-23 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100467.htm
100468,Căn hộ 3PN tại Quận 7,"Đường mẫu, Phường An Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 1,5196446012,"5,20 tỷ",128.6,3,1,1,Đã bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông Nam,Đông,Môi giới,,1713722400000,2024-04-21 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100468.htm
100469,Căn hộ 4PN tại Quận 4,"Đường mẫu, Phường An Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 2,5367474841,"5,37 tỷ",120.0,4,1,29,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Bắc,Tây,Cá nhân,,1715774400000,2024-05-15 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100469.htm
100470,Căn hộ 1PN tại Quận 7,"Đường mẫu, Phường Thảo Điền, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 5,4134313861,"4,13 tỷ",103.0,1,1,31,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Đông Nam,Đông Nam,Cá nhân,,1711962000000,2024-04-01 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100470.htm
100471,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường Thảo Điền, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,5005020694,"5,01 tỷ",126.8,3,1,24,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Bắc,Nam,Cá nhân,,1714140000000,2024-04-26 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100471.htm
100472,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường Thảo Điền, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 1,3922112767,"3,92 tỷ",108.3,3,3,14,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông Nam,Nam,Cá nhân,,1710594000000,2024-03-16 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100472.htm
100473,Căn hộ 1PN tại TP. Thủ Đức,"Đường mẫu, Phường 2, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Thảo Điền,3424706422,"3,42 tỷ",83.9,1,2,24,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Tây,Môi giới,,1706529600000,2024-01-29 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100473.htm
100474,Căn hộ 4PN tại Quận 2,"Đường mẫu, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 2,6238530766,"6,24 tỷ",103.1,4,3,14,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,Bắc,Môi giới,,1709398800000,2024-03-02 17:00:00,2026-05-19 16:21:52,https://www.chotot.com/100474.htm
100475,Căn hộ 3PN tại TP. Thủ Đức,"Đường mẫu, Phường 1, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường An Phú,2824126002,"2,82 tỷ",71.2,3,3,34,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Nam,Đông,Cá nhân,,1705197600000,2024-01-14 02:00:00,2026-05-19 16:21:52,https://www.chotot.com/100475.htm
100476,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường 1, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 2,4085303122,"4,09 tỷ",76.0,2,2,5,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Tây,Bắc,Cá nhân,,1714183200000,2024-04-27 02:00:00,2026-05-19 16:21:52,https://www.chotot.com/100476.htm
100477,Căn hộ 4PN tại Quận 1,"Đường mẫu, Phường An Phú, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 5,4987740134,"4,99 tỷ",65.8,4,3,9,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông,Nam,Cá nhân,,1708617600000,2024-02-22 16:00:00,2026-05-19 16:21:52,https://www.chotot.com/100477.htm
100478,Căn hộ 3PN tại Quận 7,"Đường mẫu, Phường Tân Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 5,6871664071,"6,87 tỷ",122.7,3,2,27,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông Nam,Đông Nam,Môi giới,,1705449600000,2024-01-17 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100478.htm
100479,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 2, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,7615725015,"7,62 tỷ",129.3,2,1,17,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Tây,Nam,Môi giới,,1714208400000,2024-04-27 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100479.htm
100480,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường Thảo Điền, Quận 3, TP Hồ Chí Minh",Quận 3,Phường Thảo Điền,5692936489,"5,69 tỷ",109.7,2,1,12,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Đông,Đông,Môi giới,,1714107600000,2024-04-26 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100480.htm
100481,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường Thảo Điền, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 5,2693709955,"2,69 tỷ",62.3,2,1,3,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Bắc,Đông Nam,Cá nhân,,1716782400000,2024-05-27 04:00:00,2026-05-19 16:21:52,https://www.chotot.com/100481.htm
100482,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường An Phú, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 5,5407050911,"5,41 tỷ",131.6,3,2,10,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Đông Nam,Môi giới,,1715850000000,2024-05-16 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100482.htm
100483,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Thảo Điền,5694131094,"5,69 tỷ",136.8,3,1,29,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Đông,Tây,Cá nhân,,1710601200000,2024-03-16 15:00:00,2026-05-19 16:21:52,https://www.chotot.com/100483.htm
100484,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường 1, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 5,3540397180,"3,54 tỷ",99.8,2,2,23,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Tây,Đông Nam,Cá nhân,,1710806400000,2024-03-19 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100484.htm
100485,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường An Phú, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 2,2744725410,"2,74 tỷ",43.8,3,1,33,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông Nam,Đông Nam,Cá nhân,,1710223200000,2024-03-12 06:00:00,2026-05-19 16:21:52,https://www.chotot.com/100485.htm
100486,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường 5, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 1,5576260381,"5,58 tỷ",110.2,3,2,25,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Nam,Bắc,Cá nhân,,1712059200000,2024-04-02 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100486.htm
100487,Căn hộ 3PN tại Quận 4,"Đường mẫu, Phường 2, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Thảo Điền,4568668356,"4,57 tỷ",112.9,3,2,19,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất đầy đủ,Tây,Đông Nam,Cá nhân,,1708902000000,2024-02-25 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100487.htm
100488,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường Tân Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường An Phú,4287322780,"4,29 tỷ",84.8,3,2,5,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Nam,Bắc,Cá nhân,,1707199200000,2024-02-06 06:00:00,2026-05-19 16:21:52,https://www.chotot.com/100488.htm
100489,Căn hộ 3PN tại Quận 3,"Đường mẫu, Phường 1, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 5,3638889176,"3,64 tỷ",55.9,3,2,32,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Bắc,Tây,Cá nhân,,1716386400000,2024-05-22 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100489.htm
100490,Căn hộ 4PN tại Quận Bình Thạnh,"Đường mẫu, Phường Thảo Điền, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Thảo Điền,3058284171,"3,06 tỷ",66.5,4,2,8,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Tây,Cá nhân,,1704081600000,2024-01-01 04:00:00,2026-05-19 16:21:52,https://www.chotot.com/100490.htm
100491,Căn hộ 1PN tại Quận 4,"Đường mẫu, Phường Tân Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường An Phú,7024754126,"7,02 tỷ",139.4,1,3,24,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Bắc,Đông,Môi giới,,1706688000000,2024-01-31 08:00:00,2026-05-19 16:21:52,https://www.chotot.com/100491.htm
100492,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 5,8638694950,"8,64 tỷ",123.8,2,3,4,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Tây,Cá nhân,,1715468400000,2024-05-11 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100492.htm
100493,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường 5, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường Tân Phú,3478968134,"3,48 tỷ",101.8,2,1,19,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Tây,Đông,Cá nhân,,1710068400000,2024-03-10 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100493.htm
100494,Căn hộ 4PN tại TP. Thủ Đức,"Đường mẫu, Phường Thảo Điền, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Thảo Điền,5557123553,"5,56 tỷ",121.8,4,2,18,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Nam,Cá nhân,,1716112800000,2024-05-19 10:00:00,2026-05-19 16:21:52,https://www.chotot.com/100494.htm
100495,Căn hộ 3PN tại Quận Bình Thạnh,"Đường mẫu, Phường 2, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 1,3395543763,"3,40 tỷ",74.2,3,2,22,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Tây,Tây,Cá nhân,,1704340800000,2024-01-04 04:00:00,2026-05-19 16:21:52,https://www.chotot.com/100495.htm
100496,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường 5, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 5,2194214439,"2,19 tỷ",47.2,2,1,31,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông Nam,Đông Nam,Môi giới,,1713276000000,2024-04-16 14:00:00,2026-05-19 16:21:52,https://www.chotot.com/100496.htm
100497,Căn hộ 1PN tại Quận Bình Thạnh,"Đường mẫu, Phường Thảo Điền, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 2,1571880927,"1,57 tỷ",38.0,1,1,9,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Tây,Tây,Cá nhân,,1707948000000,2024-02-14 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100497.htm
100498,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường 2, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 1,2273383034,"2,27 tỷ",43.2,3,2,3,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông Nam,Đông,Môi giới,,1713477600000,2024-04-18 22:00:00,2026-05-19 16:21:52,https://www.chotot.com/100498.htm
100499,Căn hộ 4PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường Tân Phú,2717890464,"2,72 tỷ",42.0,4,1,7,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Tây,Nam,Cá nhân,,1706688000000,2024-01-31 08:00:00,2026-05-19 16:21:52,https://www.chotot.com/100499.htm
100500,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường Tân Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường Thảo Điền,5843970159,"5,84 tỷ",134.6,2,2,11,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông,Đông,Cá nhân,,1706068800000,2024-01-24 04:00:00,2026-05-19 16:21:52,https://www.chotot.com/100500.htm
100501,Căn hộ 2PN tại Quận 7,"Đường mẫu, Phường Thảo Điền, Quận 7, TP Hồ Chí Minh",Quận 7,Phường 1,7187683933,"7,19 tỷ",136.2,2,3,1,Đã bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Bắc,Nam,Cá nhân,,1715752800000,2024-05-15 06:00:00,2026-05-19 16:21:52,https://www.chotot.com/100501.htm
100502,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường 2, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Tân Phú,2438040556,"2,44 tỷ",54.0,2,2,28,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Nam,Đông,Môi giới,,1713819600000,2024-04-22 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100502.htm
100503,Căn hộ 2PN tại Quận 3,"Đường mẫu, Phường 1, Quận 3, TP Hồ Chí Minh",Quận 3,Phường 5,4826045752,"4,83 tỷ",87.1,2,2,3,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Nam,Bắc,Môi giới,,1706544000000,2024-01-29 16:00:00,2026-05-19 16:21:52,https://www.chotot.com/100503.htm
100504,Căn hộ 3PN tại Quận Tân Bình,"Đường mẫu, Phường An Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường Thảo Điền,2560271456,"2,56 tỷ",65.5,3,1,5,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Bắc,Đông,Môi giới,,1713855600000,2024-04-23 07:00:00,2026-05-19 16:21:52,https://www.chotot.com/100504.htm
100505,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 2,2548339694,"2,55 tỷ",47.5,3,2,7,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Nam,Tây,Môi giới,,1713801600000,2024-04-22 16:00:00,2026-05-19 16:21:52,https://www.chotot.com/100505.htm
100506,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường Thảo Điền, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường An Phú,3999607972,"4,00 tỷ",111.1,2,3,18,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông Nam,Bắc,Môi giới,,1706770800000,2024-02-01 07:00:00,2026-05-19 16:21:52,https://www.chotot.com/100506.htm
100507,Căn hộ 1PN tại Quận 3,"Đường mẫu, Phường An Phú, Quận 3, TP Hồ Chí Minh",Quận 3,Phường An Phú,5427984314,"5,43 tỷ",115.6,1,1,17,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Đông,Đông,Cá nhân,,1715328000000,2024-05-10 08:00:00,2026-05-19 16:21:52,https://www.chotot.com/100507.htm
100508,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 5,9094533914,"9,09 tỷ",137.1,3,3,21,Đã bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Bắc,Môi giới,,1705590000000,2024-01-18 15:00:00,2026-05-19 16:21:52,https://www.chotot.com/100508.htm
100509,Căn hộ 2PN tại Quận 4,"Đường mẫu, Phường Tân Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Tân Phú,3689140070,"3,69 tỷ",86.5,2,3,22,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Đông,Bắc,Môi giới,,1708506000000,2024-02-21 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100509.htm
100510,Căn hộ 1PN tại Quận 4,"Đường mẫu, Phường Thảo Điền, Quận 4, TP Hồ Chí Minh",Quận 4,Phường 2,3796493796,"3,80 tỷ",83.3,1,1,20,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Nam,Bắc,Môi giới,,1711022400000,2024-03-21 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100510.htm
100511,Căn hộ 4PN tại Quận 4,"Đường mẫu, Phường An Phú, Quận 4, TP Hồ Chí Minh",Quận 4,Phường Tân Phú,4929051525,"4,93 tỷ",104.3,4,3,31,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Bắc,Nam,Môi giới,,1706551200000,2024-01-29 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100511.htm
100512,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường 1, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường Tân Phú,4175020071,"4,18 tỷ",115.5,2,2,4,Đã bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Nam,Đông Nam,Cá nhân,,1712430000000,2024-04-06 19:00:00,2026-05-19 16:21:52,https://www.chotot.com/100512.htm
100513,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường 1, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Thảo Điền,3586688856,"3,59 tỷ",80.0,2,2,23,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Nam,Đông Nam,Cá nhân,,1711627200000,2024-03-28 12:00:00,2026-05-19 16:21:52,https://www.chotot.com/100513.htm
100514,Căn hộ 1PN tại Quận 2,"Đường mẫu, Phường 1, Quận 2, TP Hồ Chí Minh",Quận 2,Phường An Phú,3203890714,"3,20 tỷ",70.4,1,3,21,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Bắc,Nam,Cá nhân,,1705482000000,2024-01-17 09:00:00,2026-05-19 16:21:52,https://www.chotot.com/100514.htm
100515,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường 5, Quận 1, TP Hồ Chí Minh",Quận 1,Phường Tân Phú,10323686851,"10,32 tỷ",138.5,3,3,25,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Tây,Nam,Môi giới,,1714500000000,2024-04-30 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100515.htm
100516,Căn hộ 2PN tại TP. Thủ Đức,"Đường mẫu, Phường 2, TP. Thủ Đức, TP Hồ Chí Minh",TP. Thủ Đức,Phường An Phú,2299643024,"2,30 tỷ",52.5,2,2,28,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Nam,Cá nhân,,1715202000000,2024-05-08 21:00:00,2026-05-19 16:21:52,https://www.chotot.com/100516.htm
100517,Căn hộ 3PN tại Quận Tân Bình,"Đường mẫu, Phường Tân Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 5,4090516134,"4,09 tỷ",119.5,3,1,7,Chưa bàn giao,Chung cư,Đã có sổ,Nhà trống,Đông Nam,Bắc,Môi giới,,1710698400000,2024-03-17 18:00:00,2026-05-19 16:21:52,https://www.chotot.com/100517.htm
100518,Căn hộ 2PN tại Quận 2,"Đường mẫu, Phường An Phú, Quận 2, TP Hồ Chí Minh",Quận 2,Phường Thảo Điền,5089166929,"5,09 tỷ",103.4,2,3,20,Chưa bàn giao,Chung cư,Đã có sổ,Nội thất đầy đủ,Bắc,Nam,Môi giới,,1708686000000,2024-02-23 11:00:00,2026-05-19 16:21:52,https://www.chotot.com/100518.htm
100519,Căn hộ 3PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường Thảo Điền,7622416041,"7,62 tỷ",100.9,3,1,32,Chưa bàn giao,Chung cư,Đang chờ sổ,Nhà trống,Đông Nam,Đông Nam,Môi giới,,1716181200000,2024-05-20 05:00:00,2026-05-19 16:21:52,https://www.chotot.com/100519.htm
100520,Căn hộ 2PN tại Quận 1,"Đường mẫu, Phường 2, Quận 1, TP Hồ Chí Minh",Quận 1,Phường 2,5088937670,"5,09 tỷ",89.8,2,2,10,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Nam,Đông,Cá nhân,,1716591600000,2024-05-24 23:00:00,2026-05-19 16:21:52,https://www.chotot.com/100520.htm
100521,Căn hộ 2PN tại Quận Bình Thạnh,"Đường mẫu, Phường An Phú, Quận Bình Thạnh, TP Hồ Chí Minh",Quận Bình Thạnh,Phường 2,4645270981,"4,65 tỷ",102.8,2,3,16,Đã bàn giao,Chung cư,Đã có sổ,Nội thất cao cấp,Đông,Tây,Môi giới,,1713168000000,2024-04-15 08:00:00,2026-05-19 16:21:52,https://www.chotot.com/100521.htm
100522,Căn hộ 1PN tại Quận Tân Bình,"Đường mẫu, Phường 5, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 2,2762981912,"2,76 tỷ",79.3,1,1,11,Đã bàn giao,Chung cư,Đang chờ sổ,Nội thất đầy đủ,Đông Nam,Tây,Cá nhân,,1714316400000,2024-04-28 15:00:00,2026-05-19 16:21:52,https://www.chotot.com/100522.htm
100523,Căn hộ 1PN tại Quận 1,"Đường mẫu, Phường 1, Quận 1, TP Hồ Chí Minh",Quận 1,Phường An Phú,9021797241,"9,02 tỷ",125.3,1,2,20,Chưa bàn giao,Chung cư,Giấy tờ khác,Nhà trống,Đông,Bắc,Cá nhân,,1714780800000,2024-05-04 00:00:00,2026-05-19 16:21:52,https://www.chotot.com/100523.htm
100524,Căn hộ 3PN tại Quận 2,"Đường mẫu, Phường An Phú, Quận 2, TP Hồ Chí Minh",Quận 2,Phường 1,4246570984,"4,25 tỷ",89.8,3,3,17,Đã bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Nam,Nam,Môi giới,,1709262000000,2024-03-01 03:00:00,2026-05-19 16:21:52,https://www.chotot.com/100524.htm
100525,Căn hộ 2PN tại Quận 7,"Đường mẫu, Phường An Phú, Quận 7, TP Hồ Chí Minh",Quận 7,Phường An Phú,1848122466,"1,85 tỷ",50.1,2,1,18,Chưa bàn giao,Chung cư,Giấy tờ khác,Nội thất cao cấp,Bắc,Đông Nam,Môi giới,,1709298000000,2024-03-01 13:00:00,2026-05-19 16:21:52,https://www.chotot.com/100525.htm
100526,Căn hộ 2PN tại Quận Tân Bình,"Đường mẫu, Phường 5, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường An Phú,2695504881,"2,70 tỷ",84.9,2,2,10,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Đông Nam,Đông,Cá nhân,,1706522400000,2024-01-29 10:00:00,2026-05-19 16:21:52,https://www.chotot.com/100526.htm
100527,Căn hộ 4PN tại Quận Tân Bình,"Đường mẫu, Phường Tân Phú, Quận Tân Bình, TP Hồ Chí Minh",Quận Tân Bình,Phường 2,2989519403,"2,99 tỷ",67.5,4,2,8,Chưa bàn giao,Chung cư,Đang chờ sổ,Nội thất cao cấp,Bắc,Nam,Môi giới,,1709366400000,2024-03-02 08:00:00,2026-05-19 16:21:52,https://www.chotot.com/100527.htm
